Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,label,home_form,away_form,form_diff,home_scored_avg,home_conceded_avg,away_scored_avg,away_conceded_avg,scored_diff,conceded_diff,h2h_home_winrate,home_advantage,home_elo,away_elo,elo_diff,home_shots_avg,away_shots_avg,shots_diff,home_sot_avg,away_sot_avg,sot_diff,home_corners_avg,away_corners_avg,corners_diff,home_rest,away_rest,rest_diff,home_streak,away_streak,streak_diff,home_season_gd,away_season_gd,season_gd_diff,home_ppg,away_ppg,ppg_diff,home_progress,away_progress
2022/23,2022-03-09,Wolverhampton,Southampton,1,0,H,0,1.0,1.0,0.0,1.3,1.1,1.1,1.3,0.19999999999999996,-0.19999999999999996,0.75,0.572463768115942,1566.7990057360432,1498.247118920582,68.55188681546133,5.0,5.0,0.0,2.0,2.0,0.0,5.0,5.0,0.0,8,12,-4,0,0,0,0,0,0,1.5,1.5,0.0,0.0,0.0
2022/23,2022-03-09,Tottenham,Fulham,2,1,H,0,1.0,1.0,0.0,1.3,1.1,1.1,1.3,0.19999999999999996,-0.19999999999999996,0.75,0.7362204724409449,1609.127469241421,1390.7456852122182,218.3817840292029,5.0,5.0,0.0,2.0,2.0,0.0,5.0,5.0,0.0,5,58,-53,0,0,0,0,0,0,1.5,1.5,0.0,0.0,0.0
2022/23,2022-03-09,Nott'm Forest,Bournemouth,2,3,A,2,1.0,1.0,0.0,1.3,1.1,1.1,1.3,0.19999999999999996,-0.19999999999999996,0.45,0.45,1500.0,1425.0997762477743,74.90022375222566,5.0,5.0,0.0,2.0,2.0,0.0,5.0,5.0,0.0,7,58,-51,0,0,0,0,0,0,1.5,1.5,0.0,0.0,0.0
2022/23,2022-03-09,Brentford,Leeds United,5,2,H,0,1.0,1.0,0.0,1.3,1.1,1.1,1.3,0.19999999999999996,-0.19999999999999996,0.45,0.34615384615384615,1473.492396767039,1510.3449442120962,-36.8525474450571,5.0,5.0,0.0,2.0,2.0,0.0,5.0,5.0,0.0,11,11,0,0,0,0,0,0,0,1.5,1.5,0.0,0.0,0.0
2022/23,2022-03-09,Chelsea,West Ham,2,1,H,0,1.0,1.0,0.0,1.3,1.1,1.1,1.3,0.19999999999999996,-0.19999999999999996,0.6666666666666666,0.6889763779527559,1656.527075091145,1586.3156470489282,70.21142804221677,5.0,5.0,0.0,2.0,2.0,0.0,5.0,5.0,0.0,18,5,13,0,0,0,0,0,0,1.5,1.5,0.0,0.0,0.0
2022/23,2022-03-09,Aston Villa,Manchester City,1,1,D,1,1.0,1.0,0.0,1.3,1.1,1.1,1.3,0.19999999999999996,-0.19999999999999996,0.125,0.39705882352941174,1486.3598170589553,1788.5067992317815,-302.14698217282626,5.0,5.0,0.0,2.0,2.0,0.0,5.0,5.0,0.0,11,11,0,0,0,0,0,0,0,1.5,1.5,0.0,0.0,0.0
2022/23,2022-03-09,Newcastle United,Crystal Palace,0,0,D,1,1.0,1.0,0.0,1.3,1.1,1.1,1.3,0.19999999999999996,-0.19999999999999996,0.6,0.49065420560747663,1487.9832957075207,1482.3020673347946,5.681228372726082,5.0,5.0,0.0,2.0,2.0,0.0,5.0,5.0,0.0,5,11,-6,0,0,0,0,0,0,1.5,1.5,0.0,0.0,0.0
2022/23,2022-03-09,Everton,Liverpool,0,0,D,1,1.0,1.0,0.0,1.3,1.1,1.1,1.3,0.19999999999999996,-0.19999999999999996,0.35714285714285715,0.5753968253968254,1500.4572056867376,1735.4956521013137,-235.03844641457613,5.0,5.0,0.0,2.0,2.0,0.0,5.0,5.0,0.0,5,14,-9,0,0,0,0,0,0,1.5,1.5,0.0,0.0,0.0
2022/23,2022-03-10,Leicester City,Nott'm Forest,4,0,H,0,1.0,0.0,1.0,1.3,1.1,2.0,3.0,-0.7,-1.9,0.45,0.594488188976378,1551.193244541788,1487.8769857112095,63.31625883057859,5.0,11.0,-6.0,2.0,3.0,-1.0,5.0,4.0,1.0,18,1,17,0,-1,1,0,-1,1,1.5,0.0,1.5,0.0,0.02631578947368421
2022/23,2022-04-09,Brighton,Leicester City,5,2,H,0,1.0,1.0,0.0,1.3,1.1,1.1,1.3,0.19999999999999996,-0.19999999999999996,0.3,0.46703296703296704,1486.2078830997661,1560.1810852207914,-73.97320212102522,5.0,5.0,0.0,2.0,2.0,0.0,5.0,5.0,0.0,24,20,4,0,0,0,0,0,0,1.5,1.5,0.0,0.0,0.0
2022/23,2022-04-09,Manchester United,Arsenal,3,1,H,0,1.0,1.0,0.0,1.3,1.1,1.1,1.3,0.19999999999999996,-0.19999999999999996,0.6428571428571429,0.7015503875968992,1664.259364190358,1646.0658862221712,18.1934779681867,5.0,5.0,0.0,2.0,2.0,0.0,5.0,5.0,0.0,39,5,34,0,0,0,0,0,0,1.5,1.5,0.0,0.0,0.0
2022/23,2022-05-08,Crystal Palace,Arsenal,0,2,A,2,1.0,1.0,0.0,1.3,1.1,1.1,1.3,0.19999999999999996,-0.19999999999999996,0.42857142857142855,0.4356060606060606,1515.056031830552,1644.672685848704,-129.61665401815208,5.0,5.0,0.0,2.0,2.0,0.0,5.0,5.0,0.0,5,15,-10,0,0,0,0,0,0,1.5,1.5,0.0,0.0,0.0
2022/23,2022-05-11,Manchester City,Fulham,2,1,H,0,1.0,1.0,0.0,1.3,1.1,1.1,1.3,0.19999999999999996,-0.19999999999999996,1.0,0.813953488372093,1784.0346047250691,1386.3162376761497,397.7183670489194,5.0,5.0,0.0,2.0,2.0,0.0,5.0,5.0,0.0,11,63,-52,0,0,0,0,0,0,1.5,1.5,0.0,0.0,0.0
2022/23,2022-05-11,Leeds United,Bournemouth,4,3,H,0,1.0,1.0,0.0,1.3,1.1,1.1,1.3,0.19999999999999996,-0.19999999999999996,0.45,0.4861111111111111,1504.0103339237385,1437.2227905365648,66.78754338717363,5.0,5.0,0.0,2.0,2.0,0.0,5.0,5.0,0.0,8,63,-55,0,0,0,0,0,0,1.5,1.5,0.0,0.0,0.0
2022/23,2022-05-11,Nott'm Forest,Brentford,2,2,D,1,1.0,1.0,0.0,1.3,1.1,1.1,1.3,0.19999999999999996,-0.19999999999999996,0.45,0.0,1479.679464138714,1494.7578201570232,-15.07835601830925,5.0,5.0,0.0,2.0,2.0,0.0,5.0,5.0,0.0,62,8,54,0,0,0,0,0,0,1.5,1.5,0.0,0.0,0.0
2022/23,2022-05-11,Everton,Leicester City,0,2,A,2,1.0,1.0,0.0,1.3,1.1,1.1,1.3,0.19999999999999996,-0.19999999999999996,0.5714285714285714,0.573076923076923,1504.58446728644,1543.001897542314,-38.417430255874024,5.0,5.0,0.0,2.0,2.0,0.0,5.0,5.0,0.0,17,8,9,0,0,0,0,0,0,1.5,1.5,0.0,0.0,0.0
2022/23,2022-05-11,Wolverhampton,Brighton,2,3,A,2,1.0,1.0,0.0,1.3,1.1,1.1,1.3,0.19999999999999996,-0.19999999999999996,0.5,0.5547945205479452,1535.6753669117088,1508.3825896299043,27.292777281804547,5.0,5.0,0.0,2.0,2.0,0.0,5.0,5.0,0.0,8,8,0,0,0,0,0,0,0,1.5,1.5,0.0,0.0,0.0
2022/23,2022-06-08,Everton,Chelsea,0,1,A,2,1.0,1.0,0.0,1.3,1.1,1.1,1.3,0.19999999999999996,-0.19999999999999996,0.7857142857142857,0.5676691729323309,1479.9502602482958,1672.0419748516342,-192.09171460333846,5.0,5.0,0.0,2.0,2.0,0.0,5.0,5.0,0.0,4,17,-13,0,0,0,0,0,0,1.5,1.5,0.0,0.0,0.0
2022/23,2022-06-08,Tottenham,Southampton,4,1,H,0,1.0,1.0,0.0,1.3,1.1,1.1,1.3,0.19999999999999996,-0.19999999999999996,0.8333333333333334,0.7366412213740458,1622.2493940348254,1453.2678606257946,168.98153340903082,5.0,5.0,0.0,2.0,2.0,0.0,5.0,5.0,0.0,17,17,0,0,0,0,0,0,0,1.5,1.5,0.0,0.0,0.0
2022/23,2022-06-08,Newcastle United,Nott'm Forest,2,0,H,0,1.0,1.0,0.0,1.3,1.1,1.1,1.3,0.19999999999999996,-0.19999999999999996,0.45,0.504424778761062,1531.5265529421063,1480.1131818468061,51.413371095300135,5.0,5.0,0.0,2.0,2.0,0.0,5.0,5.0,0.0,17,28,-11,0,0,0,0,0,0,1.5,1.5,0.0,0.0,0.0
2022/23,2022-06-08,Leeds United,Wolverhampton,2,1,H,0,1.0,1.0,0.0,1.3,1.1,1.1,1.3,0.19999999999999996,-0.19999999999999996,0.25,0.5,1522.0855914552299,1515.93418603365,6.151405421579966,5.0,5.0,0.0,2.0,2.0,0.0,5.0,5.0,0.0,17,17,0,0,0,0,0,0,0,1.5,1.5,0.0,0.0,0.0
2022/23,2022-06-08,Bournemouth,Aston Villa,2,0,H,0,1.0,1.0,0.0,1.3,1.1,1.1,1.3,0.19999999999999996,-0.19999999999999996,0.5,0.4895833333333333,1429.1217575331277,1494.5901366792232,-65.46837914609546,5.0,5.0,0.0,2.0,2.0,0.0,5.0,5.0,0.0,28,17,11,0,0,0,0,0,0,1.5,1.5,0.0,0.0,0.0
2022/23,2022-06-08,Fulham,Liverpool,2,2,D,1,1.0,1.0,0.0,1.3,1.1,1.1,1.3,0.19999999999999996,-0.19999999999999996,0.25,0.2948717948717949,1384.476229583817,1766.037921643674,-381.561692059857,5.0,5.0,0.0,2.0,2.0,0.0,5.0,5.0,0.0,28,17,11,0,0,0,0,0,0,1.5,1.5,0.0,0.0,0.0
2022/23,2022-06-11,West Ham,Crystal Palace,1,2,A,2,1.0,1.0,0.0,1.3,1.1,1.1,1.3,0.19999999999999996,-0.19999999999999996,0.5714285714285714,0.553030303030303,1555.6500157162473,1511.9595905489282,43.69042516731906,5.0,5.0,0.0,2.0,2.0,0.0,5.0,5.0,0.0,20,20,0,0,0,0,0,0,0,1.5,1.5,0.0,0.0,0.0
2022/23,2022-06-11,Tottenham,Liverpool,1,2,A,2,3.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,-1.0,0.35714285714285715,0.7386363636363636,1627.7361043427647,1758.039324130901,-130.30321978813618,18.0,11.0,7.0,8.0,4.0,4.0,10.0,4.0,6.0,3,3,0,1,0,1,3,0,3,3.0,1.0,2.0,0.02631578947368421,0.02631578947368421
2022/23,2022-06-11,Southampton,Newcastle United,1,4,A,2,0.0,3.0,-3.0,1.0,4.0,2.0,0.0,-1.0,4.0,0.6,0.4847328244274809,1447.7811503178552,1540.0574648882734,-92.27631457041821,10.0,23.0,-13.0,2.0,10.0,-8.0,2.0,11.0,-9.0,3,3,0,-1,1,-2,-3,2,-5,0.0,3.0,-3.0,0.02631578947368421,0.02631578947368421
2022/23,2022-06-11,Chelsea,Arsenal,0,1,A,2,3.0,1.0,2.0,1.0,0.0,1.1,1.3,-0.10000000000000009,-1.3,0.5714285714285714,0.6917293233082706,1677.0151859908956,1647.4271613136054,29.58802467729015,15.0,5.0,10.0,6.0,2.0,4.0,16.0,5.0,11.0,3,8,-5,1,0,1,1,0,1,3.0,1.5,1.5,0.02631578947368421,0.0
2022/23,2022-06-11,Aston Villa,Manchester United,3,1,H,0,0.0,1.0,-1.0,0.0,2.0,1.1,1.3,-1.1,0.7,0.125,0.41216216216216217,1482.7277953367216,1637.0404761125876,-154.31268077586606,15.0,5.0,10.0,2.0,2.0,0.0,5.0,5.0,0.0,3,8,-5,-1,0,-1,-2,0,-2,0.0,1.5,-1.5,0.02631578947368421,0.0
2022/23,2022-07-08,West Ham,Manchester City,0,2,A,2,1.0,1.0,0.0,1.3,1.1,1.1,1.3,0.19999999999999996,-0.19999999999999996,0.21428571428571427,0.5488721804511278,1544.3990910251114,1789.641935484147,-245.24284445903572,5.0,5.0,0.0,2.0,2.0,0.0,5.0,5.0,0.0,27,35,-8,0,0,0,0,0,0,1.5,1.5,0.0,0.0,0.0
2022/23,2022-07-08,Manchester United,Brighton,1,2,A,2,1.0,1.0,0.0,1.3,1.1,1.1,1.3,0.19999999999999996,-0.19999999999999996,1.0,0.7045454545454546,1610.2676682420743,1542.9400868835241,67.3275813585501,5.0,5.0,0.0,2.0,2.0,0.0,5.0,5.0,0.0,3,3,0,0,0,0,0,0,0,1.5,1.5,0.0,0.0,0.0
2022/23,2022-07-08,Leicester City,Brentford,2,2,D,1,1.0,1.0,0.0,1.3,1.1,1.1,1.3,0.19999999999999996,-0.19999999999999996,1.0,0.6060606060606061,1568.4935485607593,1503.0441928067814,65.4493557539779,5.0,5.0,0.0,2.0,2.0,0.0,5.0,5.0,0.0,47,3,44,0,0,0,0,0,0,1.5,1.5,0.0,0.0,0.0
2022/23,2022-08-10,Newcastle United,Brentford,5,1,H,0,1.0,1.0,0.0,1.3,1.1,1.1,1.3,0.19999999999999996,-0.19999999999999996,0.5,0.5172413793103449,1559.746696016216,1504.9060055969728,54.840690419243174,5.0,5.0,0.0,2.0,2.0,0.0,5.0,5.0,0.0,5,33,-28,0,0,0,0,0,0,1.5,1.5,0.0,0.0,0.0
2022/23,2022-08-10,Brighton,Tottenham,0,1,A,2,1.0,1.0,0.0,1.3,1.1,1.1,1.3,0.19999999999999996,-0.19999999999999996,0.5,0.4842105263157895,1554.8540324772282,1631.0941709435183,-76.24013846629009,5.0,5.0,0.0,2.0,2.0,0.0,5.0,5.0,0.0,33,36,-3,0,0,0,0,0,0,1.5,1.5,0.0,0.0,0.0
2022/23,2022-08-10,Manchester City,Southampton,4,0,H,0,1.0,1.0,0.0,1.3,1.1,1.1,1.3,0.19999999999999996,-0.19999999999999996,0.8571428571428571,0.8195488721804511,1797.7718516027599,1431.9242516233344,365.84759997942547,5.0,5.0,0.0,2.0,2.0,0.0,5.0,5.0,0.0,5,36,-31,0,0,0,0,0,0,1.5,1.5,0.0,0.0,0.0
2022/23,2022-08-10,Chelsea,Wolverhampton,3,0,H,0,1.0,1.0,0.0,1.3,1.1,1.1,1.3,0.19999999999999996,-0.19999999999999996,0.625,0.6851851851851852,1661.8592962946532,1501.700544738254,160.15875155639924,5.0,5.0,0.0,2.0,2.0,0.0,5.0,5.0,0.0,36,6,30,0,0,0,0,0,0,1.5,1.5,0.0,0.0,0.0
2022/23,2022-08-10,Bournemouth,Leicester City,2,1,H,0,1.0,1.0,0.0,1.3,1.1,1.1,1.3,0.19999999999999996,-0.19999999999999996,0.8,0.4948453608247423,1440.9840988756293,1553.686438832675,-112.70233995704575,5.0,5.0,0.0,2.0,2.0,0.0,5.0,5.0,0.0,63,5,58,0,0,0,0,0,0,1.5,1.5,0.0,0.0,0.0
2022/23,2022-08-13,Wolverhampton,Fulham,0,0,D,1,0.0,1.0,-1.0,0.0,3.0,1.1,1.3,-1.1,1.7,1.0,0.5466666666666666,1496.0093214244894,1392.4748270965902,103.53449432789921,8.0,5.0,3.0,2.0,2.0,0.0,2.0,5.0,-3.0,3,66,-63,-1,0,-1,-3,0,-3,0.0,1.5,-1.5,0.02631578947368421,0.0
2022/23,2022-08-13,Brentford,Manchester United,4,0,H,0,0.0,1.0,-1.0,1.0,5.0,1.1,1.3,-0.10000000000000009,3.7,0.0,0.4117647058823529,1496.4714680375591,1595.167547612895,-98.69607957533594,6.0,5.0,1.0,3.0,2.0,1.0,5.0,5.0,0.0,3,11,-8,-1,0,-1,-4,0,-4,0.0,1.5,-1.5,0.02631578947368421,0.0
2022/23,2022-08-13,Southampton,Leeds United,2,2,D,1,0.0,1.0,-1.0,0.0,4.0,1.1,1.3,-1.1,2.7,0.5,0.4810606060606061,1429.7539281653212,1525.3933951668653,-95.63946700154406,5.0,5.0,0.0,0.0,2.0,-2.0,1.0,5.0,-4.0,3,8,-5,-1,0,-1,-4,0,-4,0.0,1.5,-1.5,0.02631578947368421,0.0
2022/23,2022-08-13,Aston Villa,Everton,2,1,H,0,1.0,1.0,0.0,1.3,1.1,1.1,1.3,0.19999999999999996,-0.19999999999999996,0.625,0.42,1506.80266380413,1474.1237215076442,32.67894229648573,5.0,5.0,0.0,2.0,2.0,0.0,5.0,5.0,0.0,39,8,31,0,0,0,0,0,0,1.5,1.5,0.0,0.0,0.0
2022/23,2022-08-13,Brighton,Newcastle United,0,0,D,1,0.0,3.0,-3.0,0.0,1.0,5.0,1.0,-5.0,0.0,0.7,0.4791666666666667,1547.0138440652618,1568.1812335756297,-21.16738951036791,14.0,16.0,-2.0,4.0,6.0,-2.0,6.0,9.0,-3.0,3,3,0,-1,1,-2,-1,4,-5,0.0,3.0,-3.0,0.02631578947368421,0.02631578947368421
2022/23,2022-08-13,Manchester City,Bournemouth,4,0,H,0,3.0,3.0,0.0,4.0,0.0,2.0,1.0,2.0,-1.0,1.0,0.8208955223880597,1799.942175060773,1454.1187491667897,345.8234258939833,21.0,10.0,11.0,8.0,4.0,4.0,9.0,7.0,2.0,3,3,0,1,1,0,4,1,3,3.0,3.0,0.0,0.02631578947368421,0.02631578947368421
2022/23,2022-08-13,Arsenal,Leicester City,4,2,H,0,1.0,0.0,1.0,1.3,1.1,1.0,2.0,0.30000000000000004,-0.8999999999999999,0.7857142857142857,0.7443609022556391,1664.7918834307213,1540.5517885415147,124.2400948892066,5.0,9.0,-4.0,2.0,5.0,-3.0,5.0,2.0,3.0,8,3,5,0,-1,1,0,-1,1,1.5,0.0,1.5,0.0,0.02631578947368421
2022/23,2022-08-14,Nott'm Forest,West Ham,1,0,H,0,1.0,1.0,0.0,1.3,1.1,1.1,1.3,0.19999999999999996,-0.19999999999999996,0.45,0.25,1471.582269900639,1551.1181511140348,-79.5358812133959,5.0,5.0,0.0,2.0,2.0,0.0,5.0,5.0,0.0,67,9,58,0,0,0,0,0,0,1.5,1.5,0.0,0.0,0.0
2022/23,2022-08-14,Chelsea,Tottenham,2,2,D,1,3.0,3.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,0.7142857142857143,0.6875,1667.5505196084177,1638.9343593554847,28.616160252933014,20.0,8.0,12.0,7.0,3.0,4.0,4.0,2.0,2.0,4,4,0,1,1,0,3,1,2,3.0,3.0,0.0,0.02631578947368421,0.02631578947368421
2022/23,2022-08-15,Liverpool,Crystal Palace,1,1,D,1,1.0,1.0,0.0,1.3,1.1,1.1,1.3,0.19999999999999996,-0.19999999999999996,0.7142857142857143,0.8007518796992481,1760.7017727600605,1529.8459288731055,230.85584388695497,5.0,5.0,0.0,2.0,2.0,0.0,5.0,5.0,0.0,41,41,0,0,0,0,0,0,0,1.5,1.5,0.0,0.0,0.0
2022/23,2022-08-20,Leicester City,Southampton,1,2,A,2,0.0,0.5,-0.5,1.5,3.0,1.0,3.0,0.5,0.0,0.5714285714285714,0.6007462686567164,1533.9826986458604,1432.4391688117416,101.54352983411877,7.5,9.5,-2.0,3.5,2.0,1.5,2.0,1.5,0.5,7,7,0,-2,0,-2,-3,-4,1,0.0,0.5,-0.5,0.05263157894736842,0.05263157894736842
2022/23,2022-08-20,Fulham,Brentford,3,2,H,0,1.0,1.5,-0.5,0.0,0.0,2.5,2.5,-2.5,-2.5,0.45,0.3,1395.3696052870591,1509.2381470244002,-113.86854173734105,9.0,9.5,-0.5,3.0,5.0,-2.0,3.0,6.5,-3.5,7,7,0,0,1,-1,0,0,0,1.0,1.5,-0.5,0.02631578947368421,0.05263157894736842
2022/23,2022-08-20,Bournemouth,Arsenal,0,3,A,2,1.5,3.0,-1.5,1.0,2.5,4.0,2.0,-3.0,0.5,0.4,0.5,1451.7151342388104,1671.3609733263756,-219.64583908756526,6.5,19.0,-12.5,2.5,7.0,-4.5,4.0,6.0,-2.0,7,7,0,-1,1,-2,-3,2,-5,1.5,3.0,-1.5,0.05263157894736842,0.02631578947368421
2022/23,2022-08-20,Crystal Palace,Aston Villa,3,1,H,0,1.0,3.0,-2.0,1.0,1.0,2.0,1.0,-1.0,0.0,0.75,0.44074074074074077,1535.6591445860129,1515.8648521585972,19.794292427415712,7.0,12.0,-5.0,3.0,4.0,-1.0,2.0,5.0,-3.0,5,7,-2,0,1,-1,0,1,-1,1.0,3.0,-2.0,0.02631578947368421,0.02631578947368421
2022/23,2022-08-20,Tottenham,Wolverhampton,1,0,H,0,2.0,0.5,1.5,1.5,1.0,0.0,1.5,1.5,-0.5,0.25,0.7350746268656716,1639.7561412229759,1493.1145432340204,146.64159798895548,9.0,7.5,1.5,4.0,1.5,2.5,3.5,3.5,0.0,6,7,-1,0,0,0,1,-3,4,2.0,0.5,1.5,0.05263157894736842,0.05263157894736842
2022/23,2022-08-20,Everton,Nott'm Forest,1,1,D,1,0.0,3.0,-3.0,1.0,2.0,1.0,0.0,0.0,2.0,0.45,0.5634328358208955,1465.061533153177,1483.8323280140564,-18.770794860879505,15.0,13.0,2.0,4.0,6.0,-2.0,8.0,6.0,2.0,7,6,1,-1,1,-2,-1,1,-2,0.0,3.0,-3.0,0.02631578947368421,0.02631578947368421
2022/23,2022-08-21,Newcastle United,Manchester City,3,3,D,1,2.0,3.0,-1.0,2.5,0.5,4.0,0.0,-1.5,0.5,0.3333333333333333,0.5213675213675214,1567.5727398166316,1802.3457899887524,-234.77305017212075,10.0,20.0,-10.0,3.5,7.5,-4.0,6.0,10.0,-4.0,8,8,0,0,2,-2,4,8,-4,2.0,3.0,-1.0,0.05263157894736842,0.05263157894736842
2022/23,2022-08-21,West Ham,Brighton,0,2,A,2,0.0,0.5,-0.5,0.0,1.0,0.0,0.5,0.0,0.5,0.4,0.5481481481481482,1538.8680930006174,1547.6223378242598,-8.754244823642466,19.0,13.5,5.5,5.0,5.5,-0.5,7.0,6.5,0.5,7,8,-1,-1,0,-1,-1,-1,0,0.0,0.5,-0.5,0.02631578947368421,0.05263157894736842
2022/23,2022-08-21,Leeds United,Chelsea,3,0,H,0,1.0,2.0,-1.0,2.0,2.0,2.5,1.0,-0.5,1.0,0.5,0.5128205128205128,1522.7081545204449,1666.7287377409266,-144.02058322048174,13.0,18.0,-5.0,5.0,5.0,0.0,5.0,6.0,-1.0,8,7,1,0,0,0,0,3,-3,1.0,2.0,-1.0,0.02631578947368421,0.05263157894736842
2022/23,2022-08-22,Manchester United,Liverpool,2,1,H,0,0.0,1.0,-1.0,0.0,4.0,1.0,1.0,-1.0,3.0,0.5,0.6992481203007519,1582.400868626054,1754.8885570471532,-172.48768842109916,15.0,24.0,-9.0,4.0,4.0,0.0,2.0,4.0,-2.0,9,7,2,-1,0,-1,-4,0,-4,0.0,1.0,-1.0,0.02631578947368421,0.02631578947368421
2022/23,2022-08-27,Arsenal,Fulham,2,1,H,0,3.0,2.0,1.0,3.5,1.0,1.5,1.0,2.0,0.0,0.75,0.746268656716418,1675.7653791473783,1408.5344914320326,267.2308877153457,16.5,13.5,3.0,6.5,6.0,0.5,5.0,4.5,0.5,7,7,0,2,1,1,5,1,4,3.0,2.0,1.0,0.05263157894736842,0.05263157894736842
2022/23,2022-08-27,Liverpool,Bournemouth,9,0,H,0,0.5,1.0,-0.5,1.0,1.5,0.6666666666666666,2.6666666666666665,0.33333333333333337,-1.1666666666666665,0.9,0.7985074626865671,1740.2952753674886,1447.3107284178077,292.98454694968086,20.5,6.333333333333333,14.166666666666668,4.5,2.0,2.5,6.0,3.6666666666666665,2.3333333333333335,5,7,-2,-1,-2,1,-1,-6,5,0.5,1.0,-0.5,0.05263157894736842,0.07894736842105263
